ID,頭文字,品目名,item_name,小型家電回収対象,出し方,category,出し方のポイント,point,品目名_output,item_name_output,完全一致1,完全一致2,完全一致3
1482,す,姿見,full-length mirror,,粗大ごみ,Oversized garbage,,,姿見,Appearance,appearance,nan,nan
1484,す,スキーウェア・スノーボードウェア,skiwear / snowboard wear,,古布,Used Cloth,汚れ等を落としてから 綿入りのものは燃やすごみへ。,"After removing dirt, etc., the ones with cotton will be burned.",スキーウェア・スノーボードウェア,Skiwear / Snowboard Wear,skiwear / snowboard wear,nan,nan
1485,す,スキー用バッグ・スノーボードなどのバッグ,bags for skiing bags and snowboards,,燃やすごみ,Burnable garbage,折りたたんで50cm以上のものは粗大ごみへ。,Fold it to over 50cm to oversized garbage.,スキー用バッグ・スノーボードなどのバッグ,Bags for skiing bags and snowboards,bags for skiing bags and snowboards,nan,nan
1486,す,スケート靴,skate shoes,,燃やすごみ,Burnable garbage,,,スケート靴,Skate shoes,skate shoes,nan,nan
1487,す,スコップ、シャベル,scoop /shovel,,粗大ごみ,Oversized garbage,プラスチック製で50cm未満のものは燃やすごみへ。金属製で30cm未満のものは小さな金属類へ。,Made of plastic and less than 50cm to burn garbage. Metal and less than 30cm to Small metal itemss.,スコップ,scoop,scoop,nan,nan
1488,す,すずり、硯,suzuri,,燃えないごみ,Non-burnable garbage,,,すずり,Spinning,spinning,nan,nan
1489,す,すだれ、簾,blinds,,粗大ごみ,Oversized garbage,畳んで50cm未満のものは燃やすごみへ。,"If you fold it down to less than 50cm, go to the Burnable garbage.",すだれ,Dull,dull,nan,nan
1490,す,スチーマー(美顔器),steamer (facial equipment),◎,燃やすごみ,Burnable garbage,充電式ものは充電池を抜いて。充電池は回収協力店へ。充電池を取り外せないものは、他の燃やすごみとは別の袋で出す。50cm以上のものは粗大ごみへ。,"Pull out the rechargeable battery. The rechargeable battery goes to the collection cooperating store. If the rechargeable battery cannot be removed, put it in a bag different from other Burnable garbage. If it is more than 50cm, go to oversized garbage.",スチーマー(美顔器),Steamer (facial equipment),steamer (facial equipment),nan,nan
1491,す,ストーブフェンス,stove fence,,粗大ごみ,Oversized garbage,,,ストーブフェンス,Stove fence,stove fence,nan,nan
1492,す,ストラップ,strap,,燃やすごみ,Burnable garbage,金属製のものは小さな金属類へ。,Metal ones go to Small metal itemss.,ストラップ,strap,strap,nan,nan
1493,す,すのこ(木製・プラスチック製),sonoko (wooden / plastic),,粗大ごみ,Oversized garbage,50cm未満のものは燃やすごみへ。,Those who are less than 50cm are to Burnable garbage.,すのこ(木製・プラスチック製),Sonoko (wooden / plastic),sonoko (wooden / plastic),nan,nan
1494,す,スプレー缶、スプレーの空き缶,spray can /empty spray can,,スプレー缶,Spray cans,"中身を使い切って 穴はあけない。キャップはプラスチック製容器包装へ。中身が出せなくなったものについては<a href=""http://www.city.yokohama.lg.jp/shigen/sub-soshiki/jimusho/"">収集事務所</a>に相談。","Do not make holes by using up the contents. Caps should be put into plastic containers and packaging. For items that cannot be taken out, consult the <a href=""http://www.city.yokohama.lg.jp/shigen/sub-soshiki/jimusho/"">collection office</a>.. The cap is to plastic container wrapping. For those that can no longer be put out, consult with <a href=""http://www.city.yokohama.lg.jp/shigen/sub-soshiki/jimusho/""> Collection Office </a>",スプレー缶,Spray can,spray can,nan,nan
1495,え,エアゾール式消火具,azor -type fire extinguisher /aerosol fire extinguisher,,スプレー缶,Spray cans,"中身を使い切って 穴はあけない。キャップはプラスチック製容器包装へ。中身が出せなくなったものについては<a href=""http://www.city.yokohama.lg.jp/shigen/sub-soshiki/jimusho/"">収集事務所</a>に相談。","Do not make holes by using up the contents. Caps should be put into plastic containers and packaging. For items that cannot be taken out, consult the <a href=""http://www.city.yokohama.lg.jp/shigen/sub-soshiki/jimusho/"">collection office</a>.. The cap is to plastic container wrapping. For those that can no longer be put out, consult with <a href=""http://www.city.yokohama.lg.jp/shigen/sub-soshiki/jimusho/""> Collection Office </a>",エアゾール式消火具,Azor -type fire extinguisher,azor -type fire extinguisher,nan,nan
1496,す,ズボンプレッサー,trouser presser,,粗大ごみ,Oversized garbage,50cm未満のものは燃やすごみへ。,Those who are less than 50cm are to Burnable garbage.,ズボンプレッサー,trouser presser,trouser presser,nan,nan
1497,す,スカート,skirt,,古布,Used Cloth,,,スカート,skirt,skirt,nan,nan
1498,す,スケートボード,skateboard,,粗大ごみ,Oversized garbage,,,スケートボード,skateboard,skateboard,nan,nan
1499,す,スチールウール,steel wool,,小さな金属類,Small metal items,,,スチールウール,Steel wool,steel wool,nan,nan
1500,す,登山ポール ステッキ・杖,climbing pole sticks / cane,,粗大ごみ,Oversized garbage,金属製で30cm未満のものは小さな金属類へ。金属製以外のもので50cm未満のものは燃やすごみへ。,"Metal and less than 30 cm to Small metal itemss are used other than metal, and those with less than 50cm are burned to Burnable garbage.",登山ポール ステッキ・杖,Climbing pole sticks / cane,climbing pole sticks / cane,nan,nan
1501,す,ストール,stall,,古布,Used Cloth,,,ストール,Stall,stall,nan,nan
1502,す,スライサー(プラスチック製),slicer (made of plastic),,燃やすごみ,Burnable garbage,金属製のものは小さな金属類へ。,Metal ones go to Small metal itemss.,スライサー(プラスチック製),Slicer (made of plastic),slicer (made of plastic),nan,nan
1503,す,スリッパ立て,slipper stand,,粗大ごみ,Oversized garbage,木製・プラスチック製で50cm未満のものは燃やすごみへ。金属製で30cm未満のものは小さな金属類へ。,Made of wooden and plastic and less than 50cm to Burnable garbage. Metal and less than 30cm to Small metal itemss.,スリッパ立て,Slippers,slippers,nan,nan
1504,す,砂時計(枠が金属製),an houglass (frame is made of metal),,小さな金属類,Small metal items,,,砂時計(枠が金属製),An hourglass (frame is made of metal),an hourglass (frame is made of metal),nan,nan
1505,す,スティックのりの容器、液体のりの容器,glue stick container/ liquid glue container,,プラスチック製容器包装,Plastic containers and packaging,中身を使いきってください。,Use the contents.,スティックのり・液体のりの容器,Stick glue / liquid glue container,stick glue / liquid glue container,nan,nan
1506,す,砂時計(ガラス製 枠なし),hourglass (no glass frame),,燃えないごみ,Non-burnable garbage,,,砂時計(ガラス製 枠なし),An hourglass (no glass frame),an hourglass (no glass frame),nan,nan
1507,す,スタンプ、判子、はんこ、ハンコ,stamp /seal /hanko stamp,,燃やすごみ,Burnable garbage,金属製のものは小さな金属類へ。,Metal ones go to Small metal itemss.,スタンプ,stamp,stamp,nan,nan
1508,す,ストーマパウチ,ostomy pouch,,燃やすごみ,Burnable garbage,汚物はトイレに流して。,Pour the filth into the toilet.,ストーマパウチ,Stapla pouch,stapla pouch,nan,nan
1509,す,ストロボ,strobe,,燃やすごみ,Burnable garbage,,,ストロボ,strobe,strobe,nan,nan
1510,す,砂時計(枠が木製・プラスチック製),hourglass (frame is wooden / plastic),,燃やすごみ,Burnable garbage,,,砂時計(枠が木製・プラスチック製),An hourglass (frame is wooden、 plastic),an hourglass (frame is wooden、 plastic),nan,nan
1511,す,スケッチブック,sketchbook,,古紙(雑誌・その他の紙）,Recycle paper (magazines、 other paper),金属部分は小さな金属類へ。,The metal part is to a Small metal items.,スケッチブック,sketchbook,sketchbook,nan,nan
1512,す,スーパーボール,super ball,,燃やすごみ,Burnable garbage,,,スーパーボール,Super ball,super ball,nan,nan
1513,す,スタンプ台、ハンコ,stamp pad,,燃やすごみ,Burnable garbage,金属製のものは小さな金属類へ。,Metal ones go to Small metal itemss.,スタンプ台,Stamp pad,stamp pad,nan,nan
1514,す,滑り台(おもちゃ),slide (toy),,粗大ごみ,Oversized garbage,,,滑り台(おもちゃ),Slip (toy),slip (toy),nan,nan
1516,す,スライスカッター,slic cutter,,粗大ごみ,Oversized garbage,プラスチック製で50cm未満のものは燃やすごみへ。金属製で30cm未満のものは小さな金属類へ。,Made of plastic and less than 50cm to burn garbage. Metal and less than 30cm to Small metal itemss.,スライスカッター,Slic cutter,slic cutter,nan,nan
1518,す,スライダック(金属製),slidak (made of metal),,小さな金属類,Small metal items,30cm以上のものは粗大ごみへ。,"If you are 30cm or more, go to oversized garbage.",スライダック(金属製),Slidak (made of metal),slidak (made of metal),nan,nan
1519,す,スクリーントーン,screen tone,,燃やすごみ,Burnable garbage,台紙は古紙(雑誌・その他の紙)へ、包装はプラスチック製容器包装へ。,"The mount is to the used paper (magazine / other paper), and the packaging is to plastic container packaging.",スクリーントーン,Screen tone,screen tone,nan,nan
1520,す,スチールボード,steelboard,,粗大ごみ,Oversized garbage,30cm未満のものは小さな金属類へ。,Those with less than 30cm to Small metal itemss.,スチールボード,Steelboard,steelboard,nan,nan
1521,す,鈴(金属製)、すず(金属製),bell(made by metal),,小さな金属類,Small metal items,木製・プラスチック製のものは燃やすごみへ ガラス製・陶器製のものは燃えないごみへ。,"Wooden and plastic items are burned to Burnable garbage, and glasses and pottery are to non -burnable garbage.",鈴(金属製),Suzu (made by metal),suzu (made by metal),nan,nan
1522,す,寿司桶,sushi bucket,,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",寿司桶,Sushi tub,sushi tub,nan,nan
1523,す,スタンド灰皿,stand ashtray,,粗大ごみ,Oversized garbage,木製・プラスチック製で50cm未満のものは燃やすごみへ。金属製で30cm未満のものは小さな金属類へ。,Made of wooden and plastic and less than 50cm to Burnable garbage. Metal and less than 30cm to Small metal itemss.,スタンド灰皿,Stand ashtray,stand ashtray,nan,nan
1524,す,ステンドグラス,stained glass,,燃えないごみ,Non-burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",ステンドグラス,Stained glass,stained glass,nan,nan
1525,す,すりこぎ,pestle,,燃やすごみ,Burnable garbage,,,すりこぎ,Grip,grip,nan,nan
1526,す,水泳帽、水泳キャップ,swimming cap,,古布,Used Cloth,ゴム製のものは燃やすごみへ。,"For rubber, go to Burnable garbage.",水泳帽,Swimming cap,swimming cap,nan,nan
1527,す,スイッチカバー(木製・プラスチック製),switch cover (wooden / plastic),,燃やすごみ,Burnable garbage,金属製のものは小さな金属類へ。,Metal ones go to Small metal itemss.,スイッチカバー(木製・プラスチック製),Switch cover (wooden / plastic),switch cover (wooden / plastic),nan,nan
1528,す,ストップウォッチ、タイマー,stopwatch /timer,◎,燃やすごみ,Burnable garbage,,,ストップウォッチ,Stopwatch,stopwatch,nan,nan
1529,す,スケーラー,scaler,,小さな金属類,Small metal items,事業で排出するものは、事業系ごみ。,What is excreted in the business is business garbage.,スケーラー,Scaler,scaler,nan,nan
1530,す,スティックシュガー(袋),stick sugar (bag),,古紙(雑誌・その他の紙）,Recycle paper (magazines、 other paper),砂糖が付着したものは燃やすごみへ。,The sugar attached to the Burnable garbage.,スティックシュガー(袋),Stick sugar (bag),stick sugar (bag),nan,nan
